Agitated	Agitado
And watch you show the world how to do it on your own	E te assistir enquanto mostra ao mundo como se vira sozinha
I'm still tryna figure out who I am	E te assistir enquanto mostra ao mundo como se vira sozinha
I don't wanna mess this up or do this wrong	Ainda estou tentando descobrir quem eu sou
I'm gonna be there for your first breath	Eu não quero estragar isso, ou fazer isso errado
I don't know if I'll be there for your first step	Eu estarei lá no seu primeiro fôlego
I can promise you that I'll try to work less	Eu não sei se estarei lá para ver o seu primeiro passo
But the tour's routed, and I got this album	Eu posso prometer que vou tentar trabalhar menos
Put in so many hours, and I just want the outcome	Mas a tour está marcada, e eu tenho esse álbum
To be something that I can look back and I can be proud of	Trabalhei por tantas horas, e eu só quero que o resultado
Don't wanna be a dad, that's living in FaceTime	Seja algo de que eu possa me orgulhar ao olhar para trás
But I've got a world to sing to and you at the same time	Não quero ser um pai que está sempre no FaceTime
I won't spoil you, you can trust that	Eu tenho um mundo para entreter, e você ao mesmo tempo
For your sweet 16, you get a bus pass	Eu não te mimarei, você pode apostar nisso
Had your heart broken? Been there, done that	Em seu aniversário de 16 anos, ganhará o passe de ônibus
I love you and I can't give you enough of that	Seu coração foi partido? Também já passei por isso
Get back to community that raised you up	Eu te amo e não posso te dar o bastante disso
Read Langston Hughes, I suggest a raising in the sun	Voltar à comunidade que te criou
Listen to Sam Cook, a change gon' come	Leia Langston Hughes, eu sugiro "O Sol Tornará a Brilhar"
You put the work in, don't worry about the praise, my love	Ouça Sam Cooke, uma mudança chegará
Don't try to change the world, find something that you love	Apenas trabalhe, não se preocupe com os elogios, amor
And do it every day	Não tente mudar o mundo, ache algo que você ama
Do that for the rest of your life	E faça isso todos os dias
And eventually, the world will change	Faça isso pelo resto de sua vida
Ed Sheeran:	E eventualmente, o mundo mudará
I'll be patient, one more month	Eu serei paciente, mais um mês
You'll wrap your fingers round my thumb	Você pegará o meu dedão com seus dedinhos
Times are changing, I know, but who am I if	Os tempos estão mudando, eu sei, mas quem sou se
I'm the person you become	Eu sou a pessoa que você se tornará
If I'm still growing up, up, up, up	Se eu ainda estou crescendo, crescendo, crescendo
If I'm still growing up, up, up, up	Se eu ainda estou crescendo, crescendo, crescendo
I'm still growing up	Eu ainda estou crescendo
I recommend that you read The Alchemist	Eu recomendo que você leia "O Alquimista"
Listen to your teachers, but cheat in calculus	Ouça seus professores, mas cole nas provas de cálculo
Tell the truth, regardless of the consequence	Diga a verdade, independente das consequências
And every day, give your momma a compliment	E todos os dias, elogie sua mãe
Take your girl to the prom	Leve sua garota para a festa de formatura
But don't get too drunk hanging out the limo	Mas não fique muito bêbado na limusine
Slow dance with your woman in your arms	Dance devagar com sua garota em seus braços
Sneak around after but boy, you better tiptoe	Traga-a para casa depois mas, garoto, é melhor ter cuidado
Don't wake your mom up, do yoga, learn 'bout karma	Não acorde sua mãe, faça ioga, aprenda sobre carma
By god, believe the dogma	Ache Deus, mas deixe os dogmas
The quickest way to happiness? Learning to be selfless	A maneira mais rápida de ser feliz? Aprenda a ser altruísta
Ask more questions, talk about yourself less	Faça mais perguntas, fale menos sobre si
Steady David Bowie, James Bowen and 2Pac	Estude David Bowie, James Bowen e 2Pac
Watch the sun set with best friends from a rooftop	Assista ao pôr-do-sol com seus amigos de um telhado
Wear a helmet, don't be stupid	Coloque um capacete, não seja estúpido
Jaywalk, but look before you do it	Atravesse fora da faixa, mas olhe antes de fazer isso
If it snows, go outside, build a jump, get some help	Se nevar, vá para fora, construa uma rampa, peça ajuda
Get a sled, thrash the hill with your friends till it melts	Pegue um trenó, bata nos montes com amigos até derreter
Go to festivals, camp, fall in love and dance	Vá para festivais, acampe, se apaixone e dance
You're only young once, my loved one, this is your chance	Você só será jovem uma vez, meu querido, é a sua chance
Take risks, cause life moves so fast	Corra riscos, pois a vida se move tão rápido
You're only young once, my loved one, this is your chance	Você só será jovem uma vez, meu querido, é a sua chance
I'll be patient, one more month	Eu serei paciente, mais um mês
You'll wrap your fingers round my thumb	Você pegará o meu dedão com seus dedinhos
Times are changing, I know, but who am I if	Os tempos estão mudando, eu sei, mas quem sou se
I'm the person you become	Eu sou a pessoa que você se tornará
If I'm still growing up, up, up, up	Se eu ainda estou crescendo, crescendo, crescendo
I'm still growing up, up, up, up	Se eu ainda estou crescendo, crescendo, crescendo
I'll be patient, one more month	Eu serei paciente, mais um mês
You'll wrap your fingers round my thumb	Você pegará o meu dedão com seus dedinhos
Times are changing, I know, but who am I if	Os tempos estão mudando, eu sei, mas quem sou se
I'm the person you become	Eu sou a pessoa que você se tornará
If I'm still growing up, still growing up, still growing up	Se eu ainda estou crescendo, crescendo, crescendo
If I'm still growing up, still growing up, still growing up	Se eu ainda estou crescendo, crescendo, crescendo
I'm still growing up	Eu ainda estou crescendo
I'm still growing up, ooh	Eu ainda estou crescendo, ooh
Guiding Light (feat. Foy Vance)	Guiding Light (feat. Foy Vance)
Well the road is wide	Bem, a estrada é larga
And waters run on either side	E águas correm em ambos os lados
And my shadow went with fading light	E a minha sombra foi com uma luz fraca
Stretching out towards the night.	Estendendo-se para a noite.
'Cause the Sun is low	Porque o Sol está baixo
And I yet have still so far to go	E eu ainda tenho de ir tão longe
My lonely heart is beating so	Meu coração está batendo tão solitário
Tired of the wonder.	Cansado da maravilha.
But there's a sign ahead	Mas há um sinal à frente
Though I think it's the same one again	Embora eu ache que é o mesmo novamente
And I'm thinking 'bout my only friend	E eu estou pensando sobre minha única amiga
And so I find my way home.	E assim eu encontro o meu caminho de casa.
When I need to get home	Quando eu preciso chegar em casa
You're my guiding light	Você é minha luz guia
You're my guiding light.	Você é minha luz guia.
When I need to get home	Quando eu preciso para chegar em casa
You're my guiding light	Você é minha luz guia
You're my guiding light.	Você é minha luz guia.
Well the air is cold	Bem, o ar está frio
And yonder lies my sleeping soul	E ali se encontra minha alma a dormir
By the branches broke like bones	Os ramos quebraram como ossos
This weakened tree no longer holds.	Esta árvore enfraquecida não se sustenta mais.
But the night is still	Mas a noite ainda continua
And I have not yet lost my will	E eu ainda não perdi a minha vontade
Oh and I will keep on moving 'till	Ah, e eu vou manter em movimento até,
'Till I find my way home.	Até eu encontrar o meu caminho de casa.
When I need to get home	Quando eu preciso para chegar em casa
You're my guiding light	Você é minha luz guia
You're my guiding light.	Você é minha luz guia.
When I need to get home	Quando eu preciso para chegar em casa
You're my guiding light	Você é minha luz guia
You're my guiding light.	Você é minha luz guia.
When I need to get home	Quando eu preciso para chegar em casa
You're my guiding light	Você é minha luz guia
You're my guiding light.	Você é minha luz guia.
When I need to get home	Quando eu preciso para chegar em casa
You're my guiding light	Você é minha luz guia
You're my guiding light.	Você é minha luz guia.
When I need to get home	Quando eu preciso para chegar em casa
Hearts Don't Break Around Here	Corações Não Se Partem Por Aqui
She is the sweetest thing that I know	Ela é a coisa mais doce que eu conheço
Should see the way she holds me when the lights go low	Você devia ver o jeito que ela me abraça quando as luzes se apagam
Shakes my soul like a pothole every time	Ela balança minha alma como um buraco na rua todas as vezes
Took my heart upon a one way trip	Levou meu coração em uma viagem só de ida
Guess she went wandering off with it	Acho que ela foi vagar com ele por aí
None like most women I know	Ao contrário da maioria das mulheres que eu conheço
This one will bring it back whole	Esta vai trazer ele de volta inteiro
Daisies, daisies perched upon your forehead	Margaridas, margaridas repousam em sua testa
Oh, my baby, lately I know	Oh, minha querida, ultimamente, eu sei
That every night I'll kiss you, you'll say in my ear	Que a cada noite que eu te beijar, você dirá no meu ouvido
Oh, we're in love, aren't we?	Oh, estamos apaixonados, não estamos?
Hands in your hair	Minhas mãos em seus cabelos
Fingers and thumbs, baby	Dedos e polegares, querida
I feel safe when you're holding me near	Eu me sinto seguro quando você me abraça apertado
Love the way that you conquer your fear	Amo o jeito que você supera seu medo
You know hearts don't break around here	Você sabe que corações não se partem por aqui
Oh yeah, yeah, yeah	Oh sim, sim, sim
Yeah, yeah, yeah, yeah	Sim, sim, sim, sim
She is the river flow in Orwell	Ela é fluxo do rio em Orwell
And tin wind chimes used for doorbells	E sinos de vento de estanho usados em campainhas
Fields and trees and her smell fill my lungs	Campos, árvores e o cheiro dela preenchem meus pulmões
Spend my summertime beside her	Passo meu verão todo com ela
And the rest of the year, the same	E o resto do ano também
She is the flint that sparks the lighter	Ela é a faísca que acende o isqueiro
And the fuel that will hold the flame, oh	E o combustível que irá manter a chama acesa, oh
Roses, roses laid upon your bed spread, oh my	Rosas, rosas colocadas sobre toda sua cama, nossa
All this, all this I know	Tudo isso, tudo isso eu sei
But every night I'll kiss you, you'll say in my ear	Mas a cada noite que eu te beijar, você dirá no meu ouvido
Oh, we're in love, aren't we?	Oh, estamos apaixonados, não estamos?
Hands in your hair	Minhas mãos em seus cabelos
Fingers and thumbs, baby	Dedos e polegares, querida
I feel safe when you're holding me near	Eu me sinto seguro quando você me abraça apertado
Love the way that you conquer your fear	Amo o jeito que você supera seu medo
You know hearts don't break around here	Você sabe que corações não se partem por aqui
Oh yeah, yeah, yeah	Oh sim, sim, sim
Well, I've found loving inside	Bem, eu encontrei o amor dentro
The arms of the woman I know	Dos braços de uma mulher que conheço
She is the lighthouse in the night	Ela é o farol na noite
That will safely guide me home	Que me guiará a salvo pra casa
And I'm not scared of passing over	E eu não tenho medo de morrer
Or the thought of growing old	Ou do pensamento de envelhecer
'Cause from now until I go	Porque de agora até que eu me vá
Every night I'll kiss you, you'll say in my ear	A cada noite que eu te beijar, você dirá no meu ouvido
Oh, we're in love, aren't we?	Oh, estamos apaixonados, não estamos?
Hands in your hair	Minhas mãos em seus cabelos
Fingers and thumbs, baby	Dedos e polegares, querida
I feel safe when you're holding me near	Eu me sinto seguro quando você me abraça apertado
Love the way that you conquer your fear	Amo o jeito que você supera seu medo
You know hearts don't break around here	Você sabe que corações não se partem por aqui
Oh yeah, yeah	Oh sim, sim
Every night I'll kiss you, you'll say in my ear	A cada noite que eu te beijar, você dirá no meu ouvido
Oh, we're in love, aren't we?	Oh, estamos apaixonados, não estamos?
Hands in your hair	Minhas mãos em seus cabelos
Fingers and thumbs, baby	Dedos e polegares, querida
I feel safe when you're holding me near	Eu me sinto seguro quando você me abraça apertado
Love the way that you conquer your fear	Amo o jeito que você supera seu medo
You know hearts don't break around here	Você sabe que corações não se partem por aqui
Yeah, yeah, yeah	Sim, sim, sim
Heaven (feat. David Stewart)	Céu (feat. David Stewart)
We gotta fix up	Temos que consertar
Face the rain	Enfrentar a chuva
Taste the pain	Provar a dor
Oh we need the pain	Oh precisamos da dor
To know we're alive	Para saber que estamos vivos
To know we're alive	Para saber que estamos vivos
I put my hands up to the jury	Eu coloquei minhas mãos para o júri
Oh I plead guilty	Oh eu me declaro culpado
For something I have done	Por algo que eu tenho feito
For something I have done	Por algo que eu tenho feito
Too many times	Muitas vezes
Could we call it a mistake	Poderíamos chamá-lo de um erro
If we did it again and again and again and again	Se fizéssemos isso de novo e de novo e de novo e de novo
There's nobody left to blame now	Não há ninguém para culpar agora
It's happening again and again and again and again	Está acontecendo de novo e de novo e de novo e de novo
Oh heaven	Oh, céus
It's gonna haunt us	Irá nos assombrar
'till it takes us	Até nos levar
Heaven	Céu
It's gonna haunt us	Irá nos assombrar
Until it takes us	Até nos levar
We're scared	Temos medo
It's out of our hands	Está fora das nossas mãos
So lets make the most	Então vamos fazer o máximo
Of the time we've got	Com o tempo que temos
The friends we have	Os amigos que temos
Or the friends we lost	Ou os amigos que perdemos
And maybe now we'll know	E talvez saberemos
That there is someone	Que haverá alguém
Waiting for us	Esperando por nós
Up there, yeah	Lá em cima, sim
And the bright lights in the big city	E as luzes claras e a cidade grande
We'll never compare	Nunca irão comparar
We'll never compare	Nunca irão comparar
But i'm going when my	Mas eu vou quando o meu
Time's up, yeah	Tempo acabar, sim
So pretty pretty	Tão belo, belo
So giddy giddy	Tão legal, legal
Baby now we'll know that	Bebê, agora sabemos que
There is someone watching	Há alguém observando
Us up there	A gente lá em cima
Could we call it a mistake	Poderíamos chamá-lo de um erro
If we did it again and again and again and again	Se fizéssemos isso de novo e de novo e de novo e de novo
There's nobody left to blame now	Não há ninguém para culpar agora
It's happening again and again and again and again	Está acontecendo de novo e de novo e de novo e de novo
Oh heaven	Oh, céus
It's gonna haunt us	Irá nos assombrar
'till it takes us	Até nos levar
Heaven	Céu
It's gonna haunt us	Irá nos assombrar
Until it takes us	Até nos levar
Save me	Me salve
And only you can take these	E só você pode levar estas
Wings and make them fly	Asas e fazê-las voar
And help me,	E me ajudar,
Come and catch me	Venha e me apanhe
When I'm falling apart	Quando eu estiver desmoronando
There's nobody left to blame now	Já não tem ninguém para culpar
It's happening again	Está acontecendo de novo
And again and again	E de novo
And again and again	E de novo
Just give me something heavenly	Me dê algo celestial
Just give me something heavenly	Me dê algo celestial
Oh heaven	Oh céus
Just take me there	Me leve para lá
So take me there	Então me leve para lá
Take me there	Me leve para lá
Oh yeah	Oh, sim
Heaven	Céu
It's gonna haunt us untill it takes us	Irá nos assombrar até nos levar
Oh heaven	Oh céus
Heaven	Céus
Oh heaven	Oh céus
Heaven	Céus
Happier	Mais Feliz
Walking down 29th and Park	Descendo pela rua 29 com a Park
I saw you in another's arms	Eu te vi nos braços de outro
Only a month we've been apart	Apenas um mês que nos estamos separamos
You look happier	Você parece mais feliz
Saw you walk inside a bar	Vi você entrar em um bar
He said something to make you laugh	Ele disse algo para te fez rir
I saw that both your smiles were twice as wide as ours	Eu vi que seus sorrisos eram duas vezes maiores que os nossos
Yeah, you look happier, you do	Sim, você parece mais feliz, você parece
Ain't nobody hurt you like I hurt you	Ninguém nunca te machucou como eu te machuquei
But ain't nobody love you like I do	Mas ninguém te ama como eu amo
Promise that I will not take it personal, baby	Prometo que não vou levar para o lado pessoal, amor
If you're moving on with someone new	Se você está seguindo em frente com alguém novo
'Cause baby, you look happier, you do	Porque, amor, você parece mais feliz, você parece
My friends told me one day I'll feel it too	Meus amigos me disseram que um dia vou me sentir assim também
And until then I'll smile to hide the truth	E até lá, eu vou sorrir para esconder a verdade
But I know I was happier with you	Mas eu sei que eu era mais feliz com você
Sat on the corner of the room	Sentado no canto da sala
Everything's reminding me of you	Tudo está me lembrando você
Nursing an empty bottle and telling myself you're happier	Segurando uma garrafa vazia e falando para mim mesmo que você está mais feliz
Aren't you?	Não está?
But ain't nobody hurt you like I hurt you	Mas ninguém te machuca como eu te machuco
But ain't nobody need you like I do	Mas ninguém precisa de você como eu preciso
I know that there's others that deserve you	Eu sei que há outros que merecem você
But my darling, I am still in love with you	Mas, meu amor, eu ainda estou apaixonado por você
But I guess you look happier, you do	Mas acho que você parece mais feliz, você parece
My friends told me one day I'll feel it too	Meus amigos me disseram que um dia vou me sentir assim também
I could try to smile to hide the truth	Eu poderia tentar sorrir para esconder a verdade
But I know I was happier with you	Mas eu sei que eu era mais feliz com você
'Cause baby, you look happier, you do	Porque, amor, você parece mais feliz, você parece
I knew one day you'd fall for someone new	Eu sabia que um dia você se apaixonaria por alguém novo
How Would You Feel (Paean)	Como Você Se Sentiria (Tributo)
You are the one, girl	Você é única, garota
And you know that it’s true	E você sabe que isso é verdade
I’m feeling younger	Eu me sinto mais jovem
Every time that I’m alone with you	Toda vez que eu estou sozinho com você
We were sitting in a parked car	Estávamos sentados em um carro estacionado
Stealing kisses in the front yard	Roubando beijos no jardim
We got questions we should not ask, but	Existem perguntas que não devemos fazer, mas
How would you feel	Como você se sentiria
If I told you I loved you?	Se eu te dissesse que te amava?
It’s just something that I want to do	É apenas algo que eu quero fazer
I’ll be taking my time	Eu estou tomando meu tempo
Spending my life	Gastando minha vida
Falling deeper in love with you	Me apaixonando cada vez mais por você
So tell me that you love me too	Então me diga que você me ama também
In the summer	No verão
As the lilacs bloom	Enquanto os lilases florescem
Love flows deeper than the river	O amor flui mais profundo que um rio
Every moment that I spend with you	A cada momento que eu passo com você
We were sat upon our best friend’s roof	Estávamos sentados em cima do telhado do nosso melhor amigo
I had both of my arms round you	Eu te abraçava
Watching the sunrise replace the moon	Enquanto víamos o nascer do sol substituir a lua
How would you feel	Como você se sentiria
If I told you I loved you?	Se eu te dissesse que te amava?
It’s just something that I want to do	É apenas algo que eu quero fazer
I’ll be taking my time	Eu estou tomando meu tempo
Spending my life	Gastando minha vida
Falling deeper in love with you	Me apaixonando cada vez mais por você
So tell me that you love me too	Então me diga que você me ama também
We were sitting in a parked car	Estávamos sentados em um carro estacionado
Stealing kisses in the front yard	Roubando beijos no jardim
We got questions we should not ask, but	Existem perguntas que não devemos fazer, mas
How would you feel	Como você se sentiria
If I told you I loved you?	Se eu te dissesse que te amava?
It’s just something that I want to do	É apenas algo que eu quero fazer
I’ll be taking my time	Eu estou tomando meu tempo
Spending my life	Gastando minha vida
Falling deeper in love with you	Me apaixonando cada vez mais por você
So tell me that you love me too	Então me diga que você me ama também
Hold On	Aguente firme
It's alright to cry	Tudo bem chorar
Even my dad does sometimes	Até meu pai chora às vezes
So don't wipe your eyes	Não seque seus olhos
Tears can remind you you're alive	Lágrimas podem te lembrar de que você está vivo
It's alright to die	Tudo bem morrer
If that's the only thing you haven't tried	Se essa for a única coisa que você não tentou
But just for tonight	Mas só por esta noite
Hold on	Aguente firme
So live life like you're giving up	Então viva a vida como se estivesse desistindo
Cause you act like you are	Porque você age como se estivesse
Go ahead and just live it up	Vá em frente e apenas viva
Go on and tear me apart	Vá em frente e acabe comigo
It's alright to shake	Tudo bem tremer
Even my hand does sometimes	Até minha mão treme às vezes
So inside we'll rage	Então por dentro estamos enfurecidos
Agains the dying of the light	Contra a luz que está morrendo
It is alright to say	Tudo bem dizer
That that's the only thing you ever tried	Que essa foi a única coisa que já tentou
But just for tonight	Mas só por esta noite
Hold on	Aguente firme
So live life like you're giving up	Então viva a vida como se estivesse desistindo
Cause you act like you are	Porque você age como se estivesse
Go ahead and just live it up	Vá em frente e apenas viva
Go on and tear me apart	Vá em frente e acabe comigo
And hold on	E aguente firme
So live life like you're giving up	Então viva a vida como se estivesse desistindo
Cause you act like you are	Porque você age como se estivesse
Go ahead and just live it up	Vá em frente e apenas viva
Homeless	Sem Casa
Could I wake up next to you	Eu poderia acordar ao seu lado
When we're hitting double figures	Quando estivermos atingindo dois dígitos?
Look into your eyes	Olhar para seus olhos
Like I'm looking into double mirrors	Como se eu olhasse em espelhos duplos?
Could you make it any clearer	Você poderia fazer isto mais claro?
Everything's such a blur	Tudo é um borrão
It's not my turn	Não é a minha vez
It's hers to get hurt	É dela de se machucar
On a late night	Tarde da noite
Coming home from way too many train rides	Voltando para casa em muitos passeios de trem
Lace not as red as my face	Cordas do moletom não tão vermelhas como meu rosto
I'm home at the same time	Estou em casa, ao mesmo tempo
Highbury estate's fine	Estação de Highbury está legal
Smoking like a dragon, but don't chase lines	Fumando como um dragão, mas sem cheirar cocaína
I haven't slept for the past week	Eu não tenho dormido durante a última semana
Two hours ain't enough for me	Duas horas não é suficiente para mim
I feel inspired, at quarter to three am	Eu me sinto inspirado, às 15 pras 3 da madrugada
I haven't changed since our last meet	Eu não mudei desde o nosso último encontro
I'm still getting all my meals for free	Eu ainda estou recebendo todas as minhas refeições de graça
Think I'm being shunned by my feet again	Acho que estou sendo evitado por meus pés de novo
It's not a homeless life for me	Não é uma vida sem-teto para mim
It's just I'm home less than I'd like to be	É só que eu estou em casa menos do que eu gostaria de estar
And now I'm sitting on a night bus	E agora eu estou sentado em um ônibus à noite
Flicking through my Ipod	Mexendo no meu Ipod
Feeling kinda tired	Me sentindo um pouco cansado
So I try to close my eyes up	Então eu tento fechar meus olhos
Driver, turn the lights off	Motorista, desligue as luzes
Lights on, on stage, mics on	Luzes acesas, no palco, microfones ligados
Song plays, nice one	Toca a música, uma boa
Gotta keep my hype strong	Tenho que manter minha animação forte
Truth be, never went to Uni	Verdade seja, nunca fui para a universidade
People see right through me	As pessoas veem através de mim
but I'm not a fool, see	Mas eu não sou um tolo, veja
I'm never gonna do one	Eu nunca vou me passar por um
Gonna live past 22, done	Vou viver tudo o que eu quero antes dos 22
Everything I need to	Ter tudo o que eu preciso
Except get a 2:1	Exceto obter um 2:1 (título concedido a estudantes universitários)
I haven't slept for the past week	Eu não tenho dormido durante a última semana
Two hours ain't enough for me	Duas horas não é suficiente para mim
I feel inspired, at quarter to three am	Eu me sinto inspirado, às 15 pras 3 da madrugada
I haven't changed since our last meet	Eu não mudei desde o nosso último encontro
I'm still getting all my food for free	Eu ainda estou recebendo toda a minha comida de graça
Think I'm being shunned by my feet again	Acho que estou sendo evitado por meus pés de novo
It's not a homeless life for me	Não é uma vida sem-teto para mim
It's just I'm home less than I'd like to be	É só que eu estou em casa menos do que eu gostaria estar
When I feel cold	Quando eu sinto frio
You keep me warm	Você me mantém aquecido
And I'm not looking for some loose change	E eu não estou procurando por alguns trocados
Just wanna find a true mate	Só quero encontrar uma companheira de verdade
Who wants to be my duvet	Que queira ser meu edredom
I Can't Spell	Eu não posso soletrar
I found the words to say how I feel	Eu encontrei as palavras para dizer como me sinto
But I just can’t spell them	Mas eu não posso escrevê-los
I lost the nerve in a Suffolk field	Eu perdi o nervo em um campo de Suffolk
So you can tell them	Então você pode dizer a eles
That I’m a different man with a different tune	Que eu sou um homem diferente, com uma melodia diferente
I didn’t find love until last June	Eu não encontrei o amor, até junho do ano passado
But I lost it, just like I lost it all	Mas eu perdi, como eu perdi tudo
I tried to use it to break my fall	Eu tentei usá-lo para quebrar minha queda
I Knew You Were Trouble	Eu Sabia Que Você Era Problema  
Once upon time	Era uma vez
A few mistakes ago	Alguns erros atrás
I was in your sights	Eu estava na sua mira
You got me alone	Você me pegou sozinha
You found me	Você me encontrou
You found me	Você me encontrou
You found me	Você me encontrou
I guess you didn't care	Acho que você não se importou
And I guess I liked that	E acho que gostei disso
And when I fell hard	E, quando eu me apaixonei intensamente,
You took a step back	Deu um passo atrás
Without me, without me, without me	Sem mim, sem mim, sem mim
And he's long gone	E ele há tempos está longe
When he's next to me	Quando está ao meu lado
And I realize the blame is on me	E percebo que a culpa é minha
Cause I knew you were trouble when you walked in	Porque eu soube que você era problema quando você apareceu
So shame on me now	Vergonha para mim agora
Flew me to places i'd never been	Voou comigo a lugares a que eu nunca tinha ido
Till you put me down oh	Até me pôr no chão, oh
I knew you were trouble when you walked in	Eu soube que você era problema quando você apareceu
So shame on me now	Vergonha para mim agora
Flew me to places i'd never been	Voou comigo a lugares a que eu nunca tinha ido
Now i'm lying on the cold hard ground	Agora estou deitada no chão duro e frio
Oh, oh, trouble, trouble, trouble	Oh, oh, problema, problema, problema
Oh, oh, trouble, trouble, trouble	Oh, oh, problema, problema, problema
No apologies	Nada de desculpas
He'll never see you cry	Ele nunca verá você chorar
I'm a Mess	Estou Uma Confusão
Oh, I’m a mess right now	Oh, estou uma confusão agora
Inside out	Virado ao avesso
Searching for a sweet surrender	Procurando por uma doce rendição
But this is not the end	Mas esse não é o fim
I can’t work it out	Não consigo resolver
How?	Como?
Going through the motions	Atravessando as emoções
Going through us	Nos analisando
And, oh, I've known it for the longest time	E eu já sei disso há muito tempo
And all my hopes	E toda a minha esperança
All my words are all over written on the signs	Todas as minhas palavras estão escritas em sinais
When you’re on my road, walking me home	Mas você é a minha estrada, me levando para casa
Home, home, home, home	Casa, casa, casa, casa
See the flames inside my eyes	Veja as chamas em meus olhos
It burns so bright, I wanna feel your love, no	Brilham tanto, quero sentir o seu amor, não
Easy, baby, maybe I’m a liar	Acalme-se, amor, talvez eu seja um mentiroso
But for tonight I wanna fall in love	Mas por esta noite eu quero me apaixonar
And put your faith in my stomach	E fazê-la confiar em mim
I messed up this time	Eu estraguei tudo desta vez
Late last night	Ontem tarde da noite
Drinking to suppress devotion	Bebendo para suprimir a devoção
With fingers intertwined	Com os dedos entrelaçados
I can’t shake this feeling now	Não posso me livrar desse sentimento agora
We’re going through the motions	Estamos atravessando as emoções
Hoping you'd stop	Esperando que você parasse
And though I’ve only caused you pain, you know	E apesar de só ter te causado dor, você sabe
But all of my words will always be low	Mas todas as minhas palavras serão sempre baixas
Although all the lies we spoke	Apesar das mentiras que contei
When you’re my road walking me home	Quando você era minha estrada, me levando para casa
Home, home, home, home	Casa, casa, casa, casa
See the flames inside my eyes	Veja as chamas em meus olhos
It burns so bright I wanna feel your love, no	Brilham tanto, quero sentir o seu amor, não
Easy, baby, maybe I’m a liar	Acalme-se, amor, talvez eu seja um mentiroso
But for tonight I wanna fall in love	Mas por essa noite eu quero me apaixonar
And put your faith in my stomach	E fazê-la confiar em mim
And for how long I love my lover	E há quanto tempo eu amo minha amada
For how long I love my lover, now, now	Há quanto tempo eu amo minha amada, agora, agora
For how long, long I love my lover, now, now	Há quanto tempo, tempo eu amo minha amada, agora, agora
For how long, long I love my lover, now, now	Há quanto tempo, tempo eu amo minha amada, agora, agora
For how long, long I love my lover, now, now	Há quanto tempo, tempo eu amo minha amada, agora, agora
(And I feel loved)	(E me sinto amado)
For how long, long I love my lover, now, now	Há quanto tempo, tempo eu amo minha amada, agora, agora
(I feel it all over now, now and I feel loved)	(Eu sinto isso tudo acabado agora, agora e me sinto amado)
For how long, long I love my lover, now, now	Há quanto tempo, tempo eu amo minha amada, agora, agora
(Feel it all over now, now, and I feel loved)	(Sinto isso tudo acabado agora, agora e me sinto amado)
For how long, long I love my lover, now, now	Há quanto tempo, tempo eu amo minha amada, agora, agora
(Feel it all over now, now and I feel loved)	(Sinto isso tudo acabado agora, agora e me sinto amado)
For how long, long I love my lover, now, now	Há quanto tempo, tempo eu amo minha amada, agora, agora
(I feel it all over now, now and I feel loved)	(Eu sinto isso tudo acabado agora, agora e me sinto amado)
For how long, long I love my lover, now, now	Há quanto tempo, tempo eu amo minha amada, agora, agora
(I feel it all over now, now and I feel loved)	(Eu sinto isso tudo acabado agora, agora e me sinto amado)
I Love You	Eu Te Amo
I'm standing on a mountain	Estou de pé em uma montanha
Waiting for you to come	Esperando você vir
You were sitting counting	Você estava sentada contando
The days that I had gone	Os dias desde que eu fui embora
The note I wrote	O bilhete que eu escrevi
I wrapped up in a cigarette	Eu embrulhei em um cigarro
Burned away the memories	Queimando as memórias
I tried to forget	Tentei esquecer
But not yet	Mas ainda não
Wishing my life away	Desejando a minha vida longe
But these three words	Mas essas três palavras
I have to say to you	Eu tenho que dizer para você
My baby blue	Meu triste amor
You know it's true	Você sabe que é verdade
I love you	Eu te amo
I love you	Eu te amo
How can I tell you?	Como posso te dizer?
I don't know what to say	Eu não sei o que dizer
This chance that I won't miss	Esta oportunidade que eu não vou perder
But I miss you anyway	Mas eu sinto sua falta de qualquer maneira
I feel your pain	Eu sinto sua dor
It's turning me insane	Está me deixando louco
Thrown away	Jogado fora
I had to take the last train home	Eu tive que pegar o último trem para casa
But then you came	Mas então você veio
Wishing my life away	Desejando a minha vida longe
But these three words	Mas essas três palavras
I have to say to you	Eu tenho que dizer para você
My baby blue	Meu triste amor
You know it's true	Você sabe que é verdade
I love you	Eu te amo
Wishing my life away	Desejando a minha vida longe
These three words	Essas três palavras
I have to say to you	Eu tenho que dizer para você
My baby blue	Meu triste amor
You know it's true	Você sabe que é verdade
You know it's true	Você sabe que é verdade
I love you	Eu te amo
I Will Take You Home	Eu Vou Te Levar Até Em Casa
I stole a car last night	Eu roubei um carro ontem à noite
Don't know where we're gonna go	Não sei onde nós vamos
But go ahead and drive	Mas vá em frente e dirija
I will take you home	Eu vou te levar até em casa
Honey, it's cold outside	Querida, está frio lá fora
And your jumper's torn up	E seu suéter está rasgado
But darling, hold on tight	Mas querida, não se preocupe
I will keep you warm	Eu vou te manter aquecida
And we will cry 'till this fire is drowned	E nós vamos chorar até que esse fogo se afogue
And we will write all our memories down	E nós vamos escrever todas as nossas memórias
And we will drive 'till these tires wear out	E nós vamos dirigir até que os pneus desgastem
But darling I	Mas querida
I will take you home	Eu vou te levar pra casa
If we could drive all night	Se pudéssemos dirigir a noite toda
